passage_id,article_id,event_id,clean_outlet,framing_label,canonical_target,sentiment,confidence,evidence_span
5a27006c568b3c76_p010,5a27006c568b3c76,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
5a27006c568b3c76_p011,5a27006c568b3c76,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
5a27006c568b3c76_p012,5a27006c568b3c76,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
9e6e12ffe0d2a6e8_p001,9e6e12ffe0d2a6e8,EVT_00007,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
9e6e12ffe0d2a6e8_p002,9e6e12ffe0d2a6e8,EVT_00007,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
9e6e12ffe0d2a6e8_p003,9e6e12ffe0d2a6e8,EVT_00007,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
9e6e12ffe0d2a6e8_p004,9e6e12ffe0d2a6e8,EVT_00007,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
9e6e12ffe0d2a6e8_p005,9e6e12ffe0d2a6e8,EVT_00007,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
9e6e12ffe0d2a6e8_p006,9e6e12ffe0d2a6e8,EVT_00007,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
9e6e12ffe0d2a6e8_p007,9e6e12ffe0d2a6e8,EVT_00007,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
9e6e12ffe0d2a6e8_p008,9e6e12ffe0d2a6e8,EVT_00007,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p001,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p002,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p003,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p004,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p005,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p006,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p007,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p008,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p009,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p010,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p011,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p012,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p013,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p014,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p015,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p016,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p017,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p018,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p019,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7832c3156564da3f_p020,7832c3156564da3f,EVT_00007,news18,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
25f0a4b9ac65eeb0_p001,25f0a4b9ac65eeb0,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
25f0a4b9ac65eeb0_p002,25f0a4b9ac65eeb0,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
25f0a4b9ac65eeb0_p003,25f0a4b9ac65eeb0,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
25f0a4b9ac65eeb0_p004,25f0a4b9ac65eeb0,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
25f0a4b9ac65eeb0_p005,25f0a4b9ac65eeb0,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
25f0a4b9ac65eeb0_p006,25f0a4b9ac65eeb0,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
25f0a4b9ac65eeb0_p007,25f0a4b9ac65eeb0,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
25f0a4b9ac65eeb0_p008,25f0a4b9ac65eeb0,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
25f0a4b9ac65eeb0_p009,25f0a4b9ac65eeb0,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
25f0a4b9ac65eeb0_p010,25f0a4b9ac65eeb0,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
25f0a4b9ac65eeb0_p011,25f0a4b9ac65eeb0,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p001,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p002,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p003,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p004,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p005,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p006,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p007,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p008,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p009,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p010,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p011,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p012,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p013,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p014,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p015,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
edc8b4cd2fd7a460_p016,edc8b4cd2fd7a460,EVT_00031,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
91a9f6a15fb12a4e_p001,91a9f6a15fb12a4e,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
91a9f6a15fb12a4e_p002,91a9f6a15fb12a4e,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
91a9f6a15fb12a4e_p003,91a9f6a15fb12a4e,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
91a9f6a15fb12a4e_p004,91a9f6a15fb12a4e,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
91a9f6a15fb12a4e_p005,91a9f6a15fb12a4e,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
91a9f6a15fb12a4e_p006,91a9f6a15fb12a4e,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
91a9f6a15fb12a4e_p007,91a9f6a15fb12a4e,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
91a9f6a15fb12a4e_p008,91a9f6a15fb12a4e,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
91a9f6a15fb12a4e_p009,91a9f6a15fb12a4e,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
91a9f6a15fb12a4e_p010,91a9f6a15fb12a4e,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
af9c233c50341db7_p001,af9c233c50341db7,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
af9c233c50341db7_p002,af9c233c50341db7,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
af9c233c50341db7_p003,af9c233c50341db7,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
af9c233c50341db7_p004,af9c233c50341db7,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
af9c233c50341db7_p005,af9c233c50341db7,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
af9c233c50341db7_p006,af9c233c50341db7,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
af9c233c50341db7_p007,af9c233c50341db7,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
af9c233c50341db7_p008,af9c233c50341db7,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
af9c233c50341db7_p009,af9c233c50341db7,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
af9c233c50341db7_p010,af9c233c50341db7,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
af9c233c50341db7_p011,af9c233c50341db7,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
af9c233c50341db7_p012,af9c233c50341db7,EVT_00031,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
b6174bbcd1ffe6a4_p001,b6174bbcd1ffe6a4,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
b6174bbcd1ffe6a4_p002,b6174bbcd1ffe6a4,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
b6174bbcd1ffe6a4_p003,b6174bbcd1ffe6a4,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
b6174bbcd1ffe6a4_p004,b6174bbcd1ffe6a4,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
b6174bbcd1ffe6a4_p005,b6174bbcd1ffe6a4,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
b6174bbcd1ffe6a4_p006,b6174bbcd1ffe6a4,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
b6174bbcd1ffe6a4_p007,b6174bbcd1ffe6a4,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
b6174bbcd1ffe6a4_p008,b6174bbcd1ffe6a4,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
b6174bbcd1ffe6a4_p009,b6174bbcd1ffe6a4,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
b6174bbcd1ffe6a4_p010,b6174bbcd1ffe6a4,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
b6174bbcd1ffe6a4_p011,b6174bbcd1ffe6a4,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
b6174bbcd1ffe6a4_p012,b6174bbcd1ffe6a4,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
b6174bbcd1ffe6a4_p013,b6174bbcd1ffe6a4,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
b6174bbcd1ffe6a4_p014,b6174bbcd1ffe6a4,EVT_00031,ndtv,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
e30f5bc104189ee4_p001,e30f5bc104189ee4,EVT_00031,the_times_of_india,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
e30f5bc104189ee4_p002,e30f5bc104189ee4,EVT_00031,the_times_of_india,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
e30f5bc104189ee4_p003,e30f5bc104189ee4,EVT_00031,the_times_of_india,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
e30f5bc104189ee4_p004,e30f5bc104189ee4,EVT_00031,the_times_of_india,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
e30f5bc104189ee4_p005,e30f5bc104189ee4,EVT_00031,the_times_of_india,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
e30f5bc104189ee4_p006,e30f5bc104189ee4,EVT_00031,the_times_of_india,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
e30f5bc104189ee4_p007,e30f5bc104189ee4,EVT_00031,the_times_of_india,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p001,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p002,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p003,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p004,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p005,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p006,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p007,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p008,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p009,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p010,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p011,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p012,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p013,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p014,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p015,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p016,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p017,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p018,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p019,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
7ab24c88bd556e0c_p020,7ab24c88bd556e0c,EVT_00033,theprint,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p001,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p002,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p003,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p004,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p005,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p006,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p007,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p008,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p009,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p010,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p011,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p012,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p013,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p014,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p015,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p016,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p017,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p018,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p019,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p020,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p021,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p022,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p023,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p024,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p025,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
1e90ef59b5041d03_p026,1e90ef59b5041d03,EVT_00033,the_new_indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p001,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p002,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p003,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p004,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p005,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p006,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p007,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p008,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p009,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p010,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p011,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p012,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p013,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p014,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p015,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p016,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p017,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p018,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p019,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p020,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
f9db550e4b90f6ac_p021,f9db550e4b90f6ac,EVT_00042,indian_express,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
bb11c7da1413f9e1_p001,bb11c7da1413f9e1,EVT_00042,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
bb11c7da1413f9e1_p002,bb11c7da1413f9e1,EVT_00042,india_today,Parse Error,Unknown,Neutral,0.0,LLM Parse Error
