article_id,event_id,passage_id,entity_mention,canonical_target
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p004,JD(U),JD
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p004,Nitish Kumar,Kumar
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p005,Nitish,Kumar
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p005,Nishant,Kumar
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p006,Lalu Yadav,Yadav
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p006,Gandhis,Gandhi
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p008,BJP,BJP
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p008,JD(U),JD
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p008,Kumar,Nitish Kumar
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p011,JD(U),JD
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p011,Nishant Kumar,Kumar
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p014,JDU,JD
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p014,JD(U),JD
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p014,BJP,BJP
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p014,Nishant,Nishant
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p015,BJP,BJP
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p015,Bihar,Bihar
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p015,Centre,Central
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p015,Chaudhary,Chaudhary
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p015,Gandhi,Gandhi
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p015,JD,JD
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p015,Kumar,Kumar
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p015,Yadav,Yadav
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p016,BJP,BJP
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p016,Nitish Kumar,Kumar
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p019,JD(U),JD
079dc3924a4e4b1f,EVT_00043,079dc3924a4e4b1f_p019,BJP,BJP
07d1d21263781821,EVT_00599,07d1d21263781821_p013,Bharatiya Janata Party,BJP
07d1d21263781821,EVT_00599,07d1d21263781821_p013,Biju Janata Dal,BJD
0b6c07f816613b3f,EVT_00601,0b6c07f816613b3f_p002,kanwariyas,kanwariyas
0b6c07f816613b3f,EVT_00601,0b6c07f816613b3f_p007,'kanwars',kanwariyas
0b6c07f816613b3f,EVT_00601,0b6c07f816613b3f_p009,kanwariyas,kanwariyas
0b6c07f816613b3f,EVT_00601,0b6c07f816613b3f_p019,DGP Rajeev Krishna,Rajeev_Krishna
0b6c07f816613b3f,EVT_00601,0b6c07f816613b3f_p019,Kanwar Yatra,Kanwar_Yatra
0b6c07f816613b3f,EVT_00601,0b6c07f816613b3f_p019,UP's Muzaffarnagar,Muzaffarnagar
0b6c07f816613b3f,EVT_00601,0b6c07f816613b3f_p019,HT,HT
0d8449891529e10d,EVT_00065,0d8449891529e10d_p003,Prime Minister Narendra Modi,PM Modi
0d8449891529e10d,EVT_00065,0d8449891529e10d_p011,BJP,BJP
0d8449891529e10d,EVT_00065,0d8449891529e10d_p011,Congress,Congress
0d8449891529e10d,EVT_00065,0d8449891529e10d_p012,Manmohan Singh,BJP
0d8449891529e10d,EVT_00065,0d8449891529e10d_p012,UPA,Congress
0e912ba37dc01642,EVT_00067,0e912ba37dc01642_p002,BJP,BJP
0e912ba37dc01642,EVT_00067,0e912ba37dc01642_p002,Constitution of India,Constitution
0e912ba37dc01642,EVT_00067,0e912ba37dc01642_p009,Chanakya,Chanakya
0e912ba37dc01642,EVT_00067,0e912ba37dc01642_p009,Amit Shah,Shah
0e912ba37dc01642,EVT_00067,0e912ba37dc01642_p009,BJP,BJP
0e912ba37dc01642,EVT_00067,0e912ba37dc01642_p010,Chanakya,Chanakya
0e912ba37dc01642,EVT_00067,0e912ba37dc01642_p010,BJP,BJP
0e912ba37dc01642,EVT_00067,0e912ba37dc01642_p013,BJP,BJP
0e912ba37dc01642,EVT_00067,0e912ba37dc01642_p013,Chanakya,Chanakya
0fc1c0c556ba1a0e,EVT_00045,0fc1c0c556ba1a0e_p001,M. K. Stalin,MK Stalin
0fc1c0c556ba1a0e,EVT_00045,0fc1c0c556ba1a0e_p001,DMK,DMK
0fc1c0c556ba1a0e,EVT_00045,0fc1c0c556ba1a0e_p003,AIADMK,AIADMK
0fc1c0c556ba1a0e,EVT_00045,0fc1c0c556ba1a0e_p003,Kovai Sathyan,Kovai Sathyan
0fc1c0c556ba1a0e,EVT_00045,0fc1c0c556ba1a0e_p003,M. Thambidurai,Thambidurai
0fc1c0c556ba1a0e,EVT_00045,0fc1c0c556ba1a0e_p005,AIADMK,aiadmk
0fc1c0c556ba1a0e,EVT_00045,0fc1c0c556ba1a0e_p005,Tamilaga Vettri Kazhagam,tamilaga_vettri_kazhagam
0fc1c0c556ba1a0e,EVT_00045,0fc1c0c556ba1a0e_p005,Lok Sabha,lok_sabha
0fc1c0c556ba1a0e,EVT_00045,0fc1c0c556ba1a0e_p007,Stalin,MK Stalin
0fc1c0c556ba1a0e,EVT_00045,0fc1c0c556ba1a0e_p022,BJP leader K. Annamalai,BJP
0fc1c0c556ba1a0e,EVT_00045,0fc1c0c556ba1a0e_p022,Tamil Nadu CM,MK Stalin
0fc1c0c556ba1a0e,EVT_00045,0fc1c0c556ba1a0e_p023,Telangana’s Revanth Reddy,Revanth Reddy
0fc1c0c556ba1a0e,EVT_00045,0fc1c0c556ba1a0e_p023,Karnataka’s Siddaramaiah,Siddaramaiah
108217115ab01135,EVT_00325,108217115ab01135_p003,Christopher Luxon,Christopher Luxon
108217115ab01135,EVT_00325,108217115ab01135_p003,Narendra Modi,PM Modi
13d8e8b419bd2c19,EVT_00506,13d8e8b419bd2c19_p001,Prime Minister Narendra Modi,PM Modi
13d8e8b419bd2c19,EVT_00506,13d8e8b419bd2c19_p001,India-United Kingdom Comprehensive Economic and Trade Agreement (CETA),CETA
13d8e8b419bd2c19,EVT_00506,13d8e8b419bd2c19_p003,CETA,CETA
1c63330a9fdcaa77,EVT_00257,1c63330a9fdcaa77_p003,DPCO,DPCO
1c63330a9fdcaa77,EVT_00257,1c63330a9fdcaa77_p003,Centre,Centre
1d25f29aa7fbc84b,EVT_00046,1d25f29aa7fbc84b_p006,Karnataka Congress,Congress
1d25f29aa7fbc84b,EVT_00046,1d25f29aa7fbc84b_p006,Abdul Jabbar,Jabbar
1d25f29aa7fbc84b,EVT_00046,1d25f29aa7fbc84b_p013,Congress,Congress
1d25f29aa7fbc84b,EVT_00046,1d25f29aa7fbc84b_p013,Jabbar,Abdul Jabbar
1e90ef59b5041d03,EVT_00033,1e90ef59b5041d03_p010,the Modi government,BJP
1e90ef59b5041d03,EVT_00033,1e90ef59b5041d03_p010,Venugopal,K C Venugopal
1e90ef59b5041d03,EVT_00033,1e90ef59b5041d03_p010,Congress,Congress
1e90ef59b5041d03,EVT_00033,1e90ef59b5041d03_p025,government,BJP
1eddf5a8c0e5bfda,EVT_00334,1eddf5a8c0e5bfda_p002,BJP,BJP
1eddf5a8c0e5bfda,EVT_00334,1eddf5a8c0e5bfda_p003,BJP,BJP
1eddf5a8c0e5bfda,EVT_00334,1eddf5a8c0e5bfda_p006,Thackeray,Uddhav Thackeray
1eddf5a8c0e5bfda,EVT_00334,1eddf5a8c0e5bfda_p008,BJP,BJP
1eddf5a8c0e5bfda,EVT_00334,1eddf5a8c0e5bfda_p008,Uddhav Thackeray,Uddhav Thackeray
2128a0043c15e573,EVT_00065,2128a0043c15e573_p002,PM Modi,PM Modi
2128a0043c15e573,EVT_00065,2128a0043c15e573_p003,Opposition,Congress
2128a0043c15e573,EVT_00065,2128a0043c15e573_p013,Congress,Congress
25f0a4b9ac65eeb0,EVT_00031,25f0a4b9ac65eeb0_p007,ED,ED
25f0a4b9ac65eeb0,EVT_00031,25f0a4b9ac65eeb0_p007,I-PAC co-founder in Bengal coal scam probe,I-PAC
25f0a4b9ac65eeb0,EVT_00031,25f0a4b9ac65eeb0_p007,All India Trinamool Congress,TMC
294a5225a8301673,EVT_00073,294a5225a8301673_p006,BJP MP Kangana Ranaut,Kangana Ranaut
294a5225a8301673,EVT_00073,294a5225a8301673_p006,Congress,Congress
294a5225a8301673,EVT_00073,294a5225a8301673_p007,Sonia Gandhi,Gandhi
294a5225a8301673,EVT_00073,294a5225a8301673_p007,BJP,BJP
294a5225a8301673,EVT_00073,294a5225a8301673_p008,Prime Minister Narendra Modi,PM Modi
294a5225a8301673,EVT_00073,294a5225a8301673_p010,Janasena Party MP,Janasena
294a5225a8301673,EVT_00073,294a5225a8301673_p010,Tangella Uday Srinivas,Tangella Uday
294a5225a8301673,EVT_00073,294a5225a8301673_p010,Prime Minister Narendra Modi,PM Modi
294a5225a8301673,EVT_00073,294a5225a8301673_p021,BJP,BJP
294a5225a8301673,EVT_00073,294a5225a8301673_p028,India,IND
294a5225a8301673,EVT_00073,294a5225a8301673_p033,Congress,CONGRESS
294a5225a8301673,EVT_00073,294a5225a8301673_p036,NDA,IND
294a5225a8301673,EVT_00073,294a5225a8301673_p049,Modi,BJP
294a5225a8301673,EVT_00073,294a5225a8301673_p050,PM Modi,PM Modi
294a5225a8301673,EVT_00073,294a5225a8301673_p056,Samajwadi Party,SP
294a5225a8301673,EVT_00073,294a5225a8301673_p059,BJP,BJP
294a5225a8301673,EVT_00073,294a5225a8301673_p060,BJP,BJP
294a5225a8301673,EVT_00073,294a5225a8301673_p061,BJP,BJP
294a5225a8301673,EVT_00073,294a5225a8301673_p061,CONGRESS,Congress
294a5225a8301673,EVT_00073,294a5225a8301673_p061,women's quota law,women's quota law
294a5225a8301673,EVT_00073,294a5225a8301673_p061,Reservation for that,that
294a5225a8301673,EVT_00073,294a5225a8301673_p061,women,women
294a5225a8301673,EVT_00073,294a5225a8301673_p061,kitchens have been empty,kitchens
294a5225a8301673,EVT_00073,294a5225a8301673_p062,BJP,BJP
294a5225a8301673,EVT_00073,294a5225a8301673_p067,Congress president Mallikarjug Kharge,CONGRESS
294a5225a8301673,EVT_00073,294a5225a8301673_p071,Government,IND
294a5225a8301673,EVT_00073,294a5225a8301673_p074,Meghwal,Meghwal
294a5225a8301673,EVT_00073,294a5225a8301673_p086,Karamvir Singh Boudh (Congress),Singh
294a5225a8301673,EVT_00073,294a5225a8301673_p086,Sanjay Bhatia (BJP),Bhatia
294a5225a8301673,EVT_00073,294a5225a8301673_p086,Anurag Sharma (Congress),Sharma
294a5225a8301673,EVT_00073,294a5225a8301673_p087,BJP,BJP
294a5225a8301673,EVT_00073,294a5225a8301673_p088,Congress,CONGRESS
294a5225a8301673,EVT_00073,294a5225a8301673_p090,Tamil Nadu Chief Minister MK Stalin,MK Stalin
294a5225a8301673,EVT_00073,294a5225a8301673_p107,Arjun Ram Meghwal,Meghwal
294a5225a8301673,EVT_00073,294a5225a8301673_p131,government,GOV
294a5225a8301673,EVT_00073,294a5225a8301673_p131,women’s quota law,quota
2ca87d575006a16e,EVT_00067,2ca87d575006a16e_p005,Chanakya,Chanakya
2ca87d575006a16e,EVT_00067,2ca87d575006a16e_p005,BJP MPs,BJP
2ca87d575006a16e,EVT_00067,2ca87d575006a16e_p006,Amit Shah,AmitShah
2ca87d575006a16e,EVT_00067,2ca87d575006a16e_p006,BJP,BJP
2ca87d575006a16e,EVT_00067,2ca87d575006a16e_p013,Nehru,Nehru
307b8f472dea0154,EVT_00628,307b8f472dea0154_p015,Shankersinh Vaghela,shankersinh vaghela
307b8f472dea0154,EVT_00628,307b8f472dea0154_p015,Swara Bhaskar,swara bhaskar
307b8f472dea0154,EVT_00628,307b8f472dea0154_p019,CJP,cjp
307b8f472dea0154,EVT_00628,307b8f472dea0154_p019,Union Education Minister Dharmendra Pradhan,dharmendra pradhan
307b8f472dea0154,EVT_00628,307b8f472dea0154_p020,CJP,cjp
3285d99f442a91e3,EVT_00327,3285d99f442a91e3_p002,DMK,DMK
3285d99f442a91e3,EVT_00327,3285d99f442a91e3_p002,RS Bharathi,RS Bharathi
3285d99f442a91e3,EVT_00327,3285d99f442a91e3_p002,TVK,TVK
3285d99f442a91e3,EVT_00327,3285d99f442a91e3_p003,TVK,TVK
3285d99f442a91e3,EVT_00327,3285d99f442a91e3_p003,C Joseph Vijay,Vijay
3285d99f442a91e3,EVT_00327,3285d99f442a91e3_p004,DMK,DMK
3285d99f442a91e3,EVT_00327,3285d99f442a91e3_p004,RS Bharathi,RS Bharathi
3285d99f442a91e3,EVT_00327,3285d99f442a91e3_p004,TVK,TVK
3285d99f442a91e3,EVT_00327,3285d99f442a91e3_p004,Vijay,Vijay
345fcf2f0f31df29,EVT_00632,345fcf2f0f31df29_p002,TMC,TMC
345fcf2f0f31df29,EVT_00632,345fcf2f0f31df29_p003,Mamata Banerjee,Mamata Banerjee
345fcf2f0f31df29,EVT_00632,345fcf2f0f31df29_p003,TMC,TMC
3855c6a646427c91,EVT_00334,3855c6a646427c91_p001,Shiv Sena (UBT),Sena
3855c6a646427c91,EVT_00334,3855c6a646427c91_p001,Uddhav Thackeray,Thackeray
3855c6a646427c91,EVT_00334,3855c6a646427c91_p001,BJP,BJP
3855c6a646427c91,EVT_00334,3855c6a646427c91_p004,BJP,BJP
3855c6a646427c91,EVT_00334,3855c6a646427c91_p007,the saffron party,BJP
3855c6a646427c91,EVT_00334,3855c6a646427c91_p011,BJP,BJP
3855c6a646427c91,EVT_00334,3855c6a646427c91_p014,Shiv Sena (UBT),Sena
3855c6a646427c91,EVT_00334,3855c6a646427c91_p014,Uddhav Thackeray,Thackeray
4f17a5fa553450ee,EVT_00251,4f17a5fa553450ee_p009,Chief minister DK Shivakumar,DK Shivakumar
4f17a5fa553450ee,EVT_00251,4f17a5fa553450ee_p010,Prime Minister Narendra Modi,PM Modi
4f17a5fa553450ee,EVT_00251,4f17a5fa553450ee_p010,Bengaluru,B'luru
4f17a5fa553450ee,EVT_00251,4f17a5fa553450ee_p010,those who have lost their loved ones,DK Shivakumar
4f73bb86fedd95ee,EVT_00252,4f73bb86fedd95ee_p016,Modi,PM Modi
4f73bb86fedd95ee,EVT_00252,4f73bb86fedd95ee_p016,Takaichi,Takaichi
4f8aeedcb1a988bb,EVT_00561,4f8aeedcb1a988bb_p018,Anand Prakash,Prakash
4f8aeedcb1a988bb,EVT_00561,4f8aeedcb1a988bb_p018,Hosseini,Hosseini
508fc06fff56540b,EVT_00213,508fc06fff56540b_p003,Sangh Parivar,SP
508fc06fff56540b,EVT_00213,508fc06fff56540b_p003,Vishwa Hindu Parishad (VHP),VHP
508fc06fff56540b,EVT_00213,508fc06fff56540b_p005,VHP,VHP
508fc06fff56540b,EVT_00213,508fc06fff56540b_p009,VHP,VHP
508fc06fff56540b,EVT_00213,508fc06fff56540b_p010,VHP,VHP
508fc06fff56540b,EVT_00213,508fc06fff56540b_p010,Alok Kumar,Kumar
508fc06fff56540b,EVT_00213,508fc06fff56540b_p016,VHP,VHP
508fc06fff56540b,EVT_00213,508fc06fff56540b_p017,VHP,VHP
508fc06fff56540b,EVT_00213,508fc06fff56540b_p017,RSS sarkaryavah Bhaiyaji Joshi,Bhaiyaji Joshi
525baefffb6db3e1,EVT_00257,525baefffb6db3e1_p002,Telegram,Telegram
525baefffb6db3e1,EVT_00257,525baefffb6db3e1_p002,Signal,Signal
5823ccff0b5991f8,EVT_00652,5823ccff0b5991f8_p014,Trinamool Congress,TMC
5823ccff0b5991f8,EVT_00652,5823ccff0b5991f8_p014,Mamata Banerjee,MB
5823ccff0b5991f8,EVT_00652,5823ccff0b5991f8_p014,Samajwadi Party,SP
5823ccff0b5991f8,EVT_00652,5823ccff0b5991f8_p014,Akhilesh Yadav,AY
5823ccff0b5991f8,EVT_00652,5823ccff0b5991f8_p014,Shiv Sena (UBT),SS
5823ccff0b5991f8,EVT_00652,5823ccff0b5991f8_p014,Uddhav Thackeray,UT
5823ccff0b5991f8,EVT_00652,5823ccff0b5991f8_p014,AAP national convenor Arvind Kejriwal,AK
5823ccff0b5991f8,EVT_00652,5823ccff0b5991f8_p015,CJP,CJP
59fd77b9e4dfb427,EVT_00506,59fd77b9e4dfb427_p003,PM Modi,PM Modi
59fd77b9e4dfb427,EVT_00506,59fd77b9e4dfb427_p006,India-UK,India-UK
5a27006c568b3c76,EVT_00007,5a27006c568b3c76_p006,Abhishek Manu Singhvi,Abhishek Manu Singhvi
5a27006c568b3c76,EVT_00007,5a27006c568b3c76_p006,INC,Congress
5a27006c568b3c76,EVT_00007,5a27006c568b3c76_p007,Samajwadi Party's Jaya Amitabh Bachchan,SP
5a606cfb5e5491d0,EVT_00055,5a606cfb5e5491d0_p010,Bajrang Dal,BJD
5d189fbdbe97a770,EVT_00046,5d189fbdbe97a770_p004,Jabbar,Jabbar
5d189fbdbe97a770,EVT_00046,5d189fbdbe97a770_p004,Shamanuru Shivashankarappa’s grandson Samarth Shamanur Mallikarjuna,Samarth
5d189fbdbe97a770,EVT_00046,5d189fbdbe97a770_p005,Jabbar,Jabbar
5d189fbdbe97a770,EVT_00046,5d189fbdbe97a770_p007,the party,Congress
5d189fbdbe97a770,EVT_00046,5d189fbdbe97a770_p008,party,Congress
5d189fbdbe97a770,EVT_00046,5d189fbdbe97a770_p009,Social Democratic Party of India,SDPI
5d189fbdbe97a770,EVT_00046,5d189fbdbe97a770_p010,B.Z. Zameer Ahmed Khan,Zameer Ahmed Khan
5d189fbdbe97a770,EVT_00046,5d189fbdbe97a770_p010,Naseer Ahmed,Ahmed
60fbfc3511927142,EVT_00060,60fbfc3511927142_p003,Rahul Gandhi,Gandhi
60fbfc3511927142,EVT_00060,60fbfc3511927142_p005,Modi ji,PM Modi
60fbfc3511927142,EVT_00060,60fbfc3511927142_p005,Gandhi,Gandhi
60fbfc3511927142,EVT_00060,60fbfc3511927142_p006,Congress,Congress
60fbfc3511927142,EVT_00060,60fbfc3511927142_p006,Kapil Sibal,Sibal
60fbfc3511927142,EVT_00060,60fbfc3511927142_p009,Congress,Congress
60fbfc3511927142,EVT_00060,60fbfc3511927142_p009,Jairam Ramesh,Ramesh
60fbfc3511927142,EVT_00060,60fbfc3511927142_p015,Congress,Congress
60fbfc3511927142,EVT_00060,60fbfc3511927142_p019,Women’s Reservation Bill,WRB
60fbfc3511927142,EVT_00060,60fbfc3511927142_p019,anti-national,AntiN
664c3ed1e7136d81,EVT_00335,664c3ed1e7136d81_p001,Sonam Raghuvanshi,Sonam Raghuvanshi
664c3ed1e7136d81,EVT_00335,664c3ed1e7136d81_p001,Raja Raghuvanshi,Raja Raghuvanshi
664c3ed1e7136d81,EVT_00335,664c3ed1e7136d81_p002,Meghalaya,Meghalaya
664c3ed1e7136d81,EVT_00335,664c3ed1e7136d81_p002,Shillong,Shillong
664c3ed1e7136d81,EVT_00335,664c3ed1e7136d81_p002,High Court,High Court
664c3ed1e7136d81,EVT_00335,664c3ed1e7136d81_p002,trial court’s decision,decision
664c3ed1e7136d81,EVT_00335,664c3ed1e7136d81_p002,police,police
664c3ed1e7136d81,EVT_00335,664c3ed1e7136d81_p023,Raja Raghuvanshi,Raja Raghuvanshi
664c3ed1e7136d81,EVT_00335,664c3ed1e7136d81_p023,Sonam Raghuvanshi,Sonam Raghuvanshi
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p001,Lok Sabha,Lok Sabha
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p002,Congress president Mallikarjug Kharge,Kharge
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p002,Lok Sabha,Lok Sabha
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p004,SP,SP
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p004,TMC,TMC
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p004,DMK,DMK
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p004,Left,Left
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p004,JMM,JMM
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p004,RJD,RJD
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p004,AAP,AAP
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p009,Congress,Congress
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p009,SP,SP
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p009,TMC,TMC
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p009,DMK,DMK
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p010,BJP ally TDP,TDP
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p013,BJP,BJP
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p013,Congress general secretary,Venugopal
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p014,Samajwadi Party,SP
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p014,Akhilesh Yadav,Kharge
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p015,TMC,TMC
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p015,DMK,DMK
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p015,Congress,Congress
70a8fcca9b1be0e4,EVT_00045,70a8fcca9b1be0e4_p016,M.K. Stalin,MK Stalin
714faae515f69bb3,EVT_00060,714faae515f69bb3_p005,Nari Shakti Vandan Adhiniyam,NSSVAdhi
714faae515f69bb3,EVT_00060,714faae515f69bb3_p005,delimitation exercise,DE
714faae515f69bb3,EVT_00060,714faae515f69bb3_p019,Congress,Congress
714faae515f69bb3,EVT_00060,714faae515f69bb3_p024,Congress,Congress
714faae515f69bb3,EVT_00060,714faae515f69bb3_p026,Kiren Rijiju,Rijiju
753e127ce8380b10,EVT_00493,753e127ce8380b10_p003,Cockroach Janta Party,CJP
753e127ce8380b10,EVT_00493,753e127ce8380b10_p004,Prime Minister Narendra Modi,PM Modi
753e127ce8380b10,EVT_00493,753e127ce8380b10_p004,CJP,CJP
753e127ce8380b10,EVT_00493,753e127ce8380b10_p015,BJP,BJP
77f1c8cf3c0f63b4,EVT_00064,77f1c8cf3c0f63b4_p015,government,EC
77f94c465dbddb5a,EVT_00064,77f94c465dbddb5a_p003,MK Stalin,MK Stalin
77f94c465dbddb5a,EVT_00064,77f94c465dbddb5a_p009,MK Stalin,MK Stalin
77f94c465dbddb5a,EVT_00064,77f94c465dbddb5a_p009,TR Baalu,TR Baalu
77f94c465dbddb5a,EVT_00064,77f94c465dbddb5a_p013,Akhilesh Yadav,Akhilesh Yadav
77f94c465dbddb5a,EVT_00064,77f94c465dbddb5a_p013,Union Home Minister Amit Shah,Amit Shah
77f94c465dbddb5a,EVT_00064,77f94c465dbddb5a_p014,Communist Party of India (Marxist),CPI
7832c3156564da3f,EVT_00007,7832c3156564da3f_p009,National Democratic Alliance,NDA
7832c3156564da3f,EVT_00007,7832c3156564da3f_p009,KP Munusamy,KP Munusamy
7832c3156564da3f,EVT_00007,7832c3156564da3f_p009,Dindigul C Sreenivasan,C Sreenivasan
7832c3156564da3f,EVT_00007,7832c3156564da3f_p009,Natham R Viswanathan,R Viswanathan
7832c3156564da3f,EVT_00007,7832c3156564da3f_p018,DMK,DMK
7832c3156564da3f,EVT_00007,7832c3156564da3f_p018,AIADMK-BJP,BJP
7832c3156564da3f,EVT_00007,7832c3156564da3f_p018,Vijay’s Tamilaga Vettri Kazhagam (TVK),TVK
7832c3156564da3f,EVT_00007,7832c3156564da3f_p019,Dravida Munnetra Kazhagam (DMK),DMK
7832c3156564da3f,EVT_00007,7832c3156564da3f_p020,DMK,DMK
7832c3156564da3f,EVT_00007,7832c3156564da3f_p020,NDA,NDA
7832c3156564da3f,EVT_00007,7832c3156564da3f_p020,AIADMK,AIADMK
788e5ebf161efe3f,EVT_00073,788e5ebf161efe3f_p001,Arjun Ram Meghwal,Meghwal
788e5ebf161efe3f,EVT_00073,788e5ebf161efe3f_p003,Arjun Ram Meghwal,Meghwal
788e5ebf161efe3f,EVT_00073,788e5ebf161efe3f_p026,Home Minister Amit Shah,AmitShah
788e5ebf161efe3f,EVT_00073,788e5ebf161efe3f_p037,(SP chief Akhilesh Yadav),AkhileshYadav
788e5ebf161efe3f,EVT_00073,788e5ebf161efe3f_p038,Shah,Shah
795ac3f60182634b,EVT_00045,795ac3f60182634b_p015,opposition parties,opposition
7ab24c88bd556e0c,EVT_00033,7ab24c88bd556e0c_p004,All India Congress Committee,AICC
7ab24c88bd556e0c,EVT_00033,7ab24c88bd556e0c_p009,K.Govindraj,Govindraj
7ab24c88bd556e0c,EVT_00033,7ab24c88bd556e0c_p020,Karnataka CM Siddaramaiah,Siddaramaiah
