passage_id,article_id,event_id,clean_outlet,canonical_target,framing_label,sentiment,evidence_span,subject,relation,object
edc8b4cd2fd7a460_p010,edc8b4cd2fd7a460,EVT_00031,indian_express,PM Modi,Nationalism,Negative,"""Wherever the BJP goes, Narendra Modi goes, the RSS goes, they start spreading hatred and start dividing the people,"" Rahul had then alleged",Congress,alleged,Modi of spreading hatred and dividing people
edc8b4cd2fd7a460_p012,edc8b4cd2fd7a460,EVT_00031,indian_express,Chowdhury,Victimhood,Positive,Isha Khan Chowdhury winning from the Malda Dakshin parliamentary constituency.,Isha Khan Chowdhury,winning,Malda Dakshin parliamentary constituency
edc8b4cd2fd7a460_p015,edc8b4cd2fd7a460,EVT_00031,indian_express,BJP,Attack/Defence,Negative,"Observers say Rahul may walk a tightrope during his Bengal campaign, keeping his guns trained on the BJP while refraining from mounting an all-out attack against the incumbent Mamata Banerjee-led TMC which is aiming for its fourth successive term.",Observers,say,Rahul may walk a tightrope
edc8b4cd2fd7a460_p015,edc8b4cd2fd7a460,EVT_00031,indian_express,Congress,Attack/Defence,Positive,"A major reason for such an approach, they say, could be the Congress’s “bigger goal of defeating the ruling BJP at the national level for which a unity of all Opposition parties is a key factor”.",Congress,defended,BJP and BJP rule
edc8b4cd2fd7a460_p016,edc8b4cd2fd7a460,EVT_00031,indian_express,Congress,Communal Tension,Neutral,We want to gauge our vote share in Bengal,We,gauge,vote share in Bengal
edc8b4cd2fd7a460_p016,edc8b4cd2fd7a460,EVT_00031,indian_express,Trinamool Congress,Communal Tension,Negative,"some resentment towards the TMC, and those votes would come to us rather than the Left",resentment,towards,TMC
af9c233c50341db7_p012,af9c233c50341db7,EVT_00031,india_today,WB,Governance,Negative,accused the poll body of acting unilaterally and undermining the authority of the elected administration.,accused,acted,poll body unilaterally and undermined elected administration authority
af9c233c50341db7_p012,af9c233c50341db7,EVT_00031,india_today,EC,Governance,Negative,accused the poll body of acting unilaterally and undermining the authority of the elected administration.,accused,acted,poll body unilaterally and undermined elected administration authority
b6174bbcd1ffe6a4_p001,b6174bbcd1ffe6a4,EVT_00031,ndtv,Mamata Banerjee,Attack/Defence,Negative,BJP leader Suvendu Adhikari positioned himself as the face of the party's campaign against the Trinamool Congress and Chief Minister Mamata Banerjee.,BJP,attacked,Mamata Banerjee
b6174bbcd1ffe6a4_p001,b6174bbcd1ffe6a4,EVT_00031,ndtv,BJP,Attack/Defence,Negative,Suvendu Adhikari positioned himself as the face of the party's campaign against the Trinamool Congress and Chief Minister Mamata Banerjee.,Adhikari,positioned,BSP against TMC and Mamata
b6174bbcd1ffe6a4_p001,b6174bbcd1ffe6a4,EVT_00031,ndtv,Trinamool Congress,Attack/Defence,Negative,Suvendu Adhikari positioned himself as the face of the party's campaign against the Trinamool Congress and Chief Minister Mamata Banerjee.,Trinamool Congress,attacked,Suvendu Adhikari
b6174bbcd1ffe6a4_p003,b6174bbcd1ffe6a4,EVT_00031,ndtv,BJP,Attack/Defence,Negative,accused the government of bulldozing,Accuser,accused,BJP of bulldozing
b6174bbcd1ffe6a4_p004,b6174bbcd1ffe6a4,EVT_00031,ndtv,Mamata Banerjee,Governance,Negative,"Along with the welfare scheme, we promised to create jobs.",we,promised,create jobs
b6174bbcd1ffe6a4_p006,b6174bbcd1ffe6a4,EVT_00031,ndtv,BJP,Nationalism,Neutral,He stressed that the BJP is neither a regional party nor a personal party.,BJP,stressed,neither a regional party nor a personal party
b6174bbcd1ffe6a4_p007,b6174bbcd1ffe6a4,EVT_00031,ndtv,BJP,Attack/Defence,Negative,"Under the supervision of Narendra Modi, in his guidance, Delhi, UP, Bihar, Maharashtra, Gujarat, Odisha, Andhra Pradesh, wherever the BJP government comes, the way it is running",BJP,defended,Narendra Modi and state governments
b6174bbcd1ffe6a4_p007,b6174bbcd1ffe6a4,EVT_00031,ndtv,Suvendu Adhikari,Attack/Defence,Positive,Adhikari declared.,Adhikari,declared,
b6174bbcd1ffe6a4_p009,b6174bbcd1ffe6a4,EVT_00031,ndtv,BJP,Attack/Defence,Negative,Adhikari dismissed Mamata Banerjee's claim that a BJP victory would direct all contracts to Gujaratis.,Adhikari,dismissed,Banerjee's claim
b6174bbcd1ffe6a4_p014,b6174bbcd1ffe6a4,EVT_00031,ndtv,Mamata Banerjee,Attack/Defence,Negative,"He cited Lok Sabha election results in urban areas, noting that in North Kolkata, which has 50 or 60 wards, the BJP won 28 wards.",He,cited,Lok Sabha election results
7ab24c88bd556e0c_p001,7ab24c88bd556e0c,EVT_00033,theprint,Naseer,Governance,Negative,"has ordered the ‘removal’ of his lone surviving political secretary, Naseer Ahmed",Congress,ordered,Naseer Ahmed's removal
7ab24c88bd556e0c_p001,7ab24c88bd556e0c,EVT_00033,theprint,Congress,Governance,Negative,over allegations of anti-party activities and alleged funding of rebel candidates to help defeat the Congress candidate in the 9 April Davanagere South assembly bypoll.,Congress,received,Negative sentiment score
7ab24c88bd556e0c_p009,7ab24c88bd556e0c,EVT_00033,theprint,Siddaramaiah,Governance,Negative,"However, a chain of events including poor crowd management and ineffective communication led to a stampede that led to the death of 11 people near the Chinnaswamy Cricket Stadium a few hours later.",poor crowd management,led to,stampede
7ab24c88bd556e0c_p009,7ab24c88bd556e0c,EVT_00033,theprint,Congress,Governance,Negative,"However, a chain of events including poor crowd management and ineffective communication led to a stampede that led to the death of 11 people near the Chinnaswamy Cricket Stadium a few hours later.",Congress,accused,Modi of bulldozing
7ab24c88bd556e0c_p013,7ab24c88bd556e0c,EVT_00033,theprint,BJP,Communal Tension,Negative,accused the government of bulldozing,Congress,accused,Modi
7ab24c88bd556e0c_p014,7ab24c88bd556e0c,EVT_00033,theprint,Ahmed,Communal Tension,Negative,"Led by Housing Minister Zameer Ahmed Khan, the Muslim community demanded that a member of their community be the party candidate.",Muslim community,demanded,Housing Minister Zameer Ahmed Khan
7ab24c88bd556e0c_p016,7ab24c88bd556e0c,EVT_00033,theprint,Congress,Communal Tension,Negative,cited it as a ‘betrayal’ of their continued support.,Congress,accused,Modi of betraying continued support
7ab24c88bd556e0c_p020,7ab24c88bd556e0c,EVT_00033,theprint,BJP,Attack/Defence,Negative,(Edited by Nardeep Singh Dahiya),Nardeep Singh Dahiya,edited,Biden quote
f9db550e4b90f6ac_p002,f9db550e4b90f6ac,EVT_00042,indian_express,Congress,Attack/Defence,Negative,national Congress leaders and the actor-politician have been conspicuous by their near absence.,Congress,absent,national leaders and actor-politician
f9db550e4b90f6ac_p004,f9db550e4b90f6ac,EVT_00042,indian_express,Congress,Governance,Negative,describing the “lukewarm response” from Delhi,Congress,received,negative sentiment score
f9db550e4b90f6ac_p006,f9db550e4b90f6ac,EVT_00042,indian_express,Amit Shah,Attack/Defence,Negative,the absence of Prime Minister Narendra Modi and Union Home Minister Amit Shah,Absent,presented,Shah
f9db550e4b90f6ac_p013,f9db550e4b90f6ac,EVT_00042,indian_express,Congress,Communal Tension,Neutral,"A senior Congress leader draws parallels with actor-politician Vijay, whose party TVK is also facing questions about campaign visibility.",Congress,draws parallels,Vijay's party TVK
f9db550e4b90f6ac_p013,f9db550e4b90f6ac,EVT_00042,indian_express,TVK,Communal Tension,Negative,"Despite launching his party as an alternative to both Dravidian majors and the BJP, Vijay’s campaign has been sparse, with large parts of the state remaining untouched even in the final stretch.",Vijay,campaigned,insufficiently
f9db550e4b90f6ac_p014,f9db550e4b90f6ac,EVT_00042,indian_express,TVK,Attack/Defence,Negative,"In Virudhunagar (seven seats), Ramanathapuram (four), Pudukkottai (six), Theni (four), and the Nilgiris (three), there has been little or no direct engagement.",Modi,attacked,Congress
f9db550e4b90f6ac_p016,f9db550e4b90f6ac,EVT_00042,indian_express,Palaniswami,Attack/Defence,Neutral,AIADMK leader Edappadi K Palaniswami is maintaining a high tempo,AIADMK,leader,Edappadi K Palaniswami
f9db550e4b90f6ac_p018,f9db550e4b90f6ac,EVT_00042,indian_express,Gandhi,Neutral/Factual,Negative,particularly among younger voters who might otherwise have been drawn to their campaigns.,younger voters,be drawn to,their campaigns
f9db550e4b90f6ac_p019,f9db550e4b90f6ac,EVT_00042,indian_express,BJP,Nationalism,Neutral,"For the BJP, the campaign has unfolded differently.",For,unfolded,the BJP campaign differently
f9db550e4b90f6ac_p019,f9db550e4b90f6ac,EVT_00042,indian_express,AIADMK,Nationalism,Neutral,"While its second-level national leaders have been active in the state and seniormost faces were expected to make only limited appearances — Modi and Shah are likely to address rallies in Coimbatore and Kanyakumari, — the party has aligned itself with the AIADMK’s state-led strategy.",AIADMK,align,strategy
bb11c7da1413f9e1_p003,bb11c7da1413f9e1,EVT_00042,india_today,DMK,Governance,Negative,the government on Thursday accused the DMK of indulging in a “political stunt” over delimitation of Tamil Nadu's Lok Sabha seats,government,accused,DMK
bb11c7da1413f9e1_p005,bb11c7da1413f9e1,EVT_00042,india_today,BJP,Attack/Defence,Negative,"The government has rejected the claims, saying no one will face injustice, with BJP MP Tejasvi Surya, calling the move a ""best deal"" for South.",BJP,defended,claims about injustice
bb11c7da1413f9e1_p012,bb11c7da1413f9e1,EVT_00042,india_today,Kerala,Attack/Defence,Neutral,Kerala from 20 to 30.,Modi,attack,Kerala
bb11c7da1413f9e1_p012,bb11c7da1413f9e1,EVT_00042,india_today,Telangana,Attack/Defence,Positive,Telangana from 17 to 26.,Telangana,improved,score
bb11c7da1413f9e1_p012,bb11c7da1413f9e1,EVT_00042,india_today,Karnataka,Attack/Defence,Neutral,Karnataka’s seats will rise from 28 to 42.,Karnataka,benefited,seats increase
bb11c7da1413f9e1_p012,bb11c7da1413f9e1,EVT_00042,india_today,Andhra Pradesh,Attack/Defence,Neutral,Andhra Pradesh from 25 to 38.,,changed rank,Andhra Pradesh
bb11c7da1413f9e1_p012,bb11c7da1413f9e1,EVT_00042,india_today,Amit Shah,Attack/Defence,Positive,"He said Karnataka’s seats will rise from 28 to 42, Andhra Pradesh from 25 to 38, Telangana from 17 to 26, Tamil Nadu from 39 to 59 and Kerala from 20 to 30.",He,said,various state allocations
fceb5de2f2e09c9f_p005,fceb5de2f2e09c9f,EVT_00043,theprint,BJP,Victimhood,Negative,OBC face of BJP,OBC,face,BJP
fceb5de2f2e09c9f_p017,fceb5de2f2e09c9f,EVT_00043,theprint,BJP,Governance,Negative,considering it won most assembly seats–89 out of 243–in the 2025 elections.,BJP,won,majority seats
fceb5de2f2e09c9f_p020,fceb5de2f2e09c9f,EVT_00043,theprint,PM Modi,Attack/Defence,Neutral,reserved particular thanks for Prime Minister Narendra Modi,reserved,thanks,Prime Minister Narendra Modi
fceb5de2f2e09c9f_p020,fceb5de2f2e09c9f,EVT_00043,theprint,Centre,Attack/Defence,Positive,and the Centre.,,,
079dc3924a4e4b1f_p002,079dc3924a4e4b1f,EVT_00043,theprint,NishantKumar,Governance,Negative,but he refused.,,refused,NishantKumar
079dc3924a4e4b1f_p004,079dc3924a4e4b1f,EVT_00043,theprint,NishantKumar,Attack/Defence,Negative,Sources further said that Nishant (44) has conveyed to the party that he is unlikely to accept any position for the next six months.,Sources,said,Nishant (44)
079dc3924a4e4b1f_p008,079dc3924a4e4b1f,EVT_00043,theprint,JD(U),Communal Tension,Negative,neither would play ‘big brother’,neither,play,big brother
079dc3924a4e4b1f_p008,079dc3924a4e4b1f,EVT_00043,theprint,BJP,Communal Tension,Negative,accused the government of bulldozing,Congress,accused,Modi of bulldozing
079dc3924a4e4b1f_p016,079dc3924a4e4b1f,EVT_00043,theprint,NishantKumar,Attack/Defence,Negative,something the BJP does not want,BJP,does not want,NishantKumar
aa6859d0074c37d4_p011,aa6859d0074c37d4,EVT_00043,theprint,RJD,Victimhood,Negative,"Rashtriya Janata Dal leader Tejashwi Yadav took to X, claiming that over 1,300 people have died due to spurious liquor since 2016",Tejashwi Yadav,claimed,death toll due to spurious liquor
aa6859d0074c37d4_p019,aa6859d0074c37d4,EVT_00043,theprint,BJP,Attack/Defence,Negative,(Edited by Nardeep Singh Dahiya),BJP,received,Negative sentiment score
ed8e3934c6061d95_p002,ed8e3934c6061d95,EVT_00043,theprint,BJP,Governance,Negative,who had served as leader of the state for over a decade before deciding to go to the Rajya Sabha.,Served,for,over a decade
ed8e3934c6061d95_p008,ed8e3934c6061d95,EVT_00043,theprint,Chaudhary,Attack/Defence,Negative,was the sharpest critic of Nitish Kumar,Chaudhary,criticized,Kumar
ed8e3934c6061d95_p008,ed8e3934c6061d95,EVT_00043,theprint,BJP,Attack/Defence,Negative,Chaudhary was the sharpest critic of Nitish Kumar,Chaudhary,criticized,Nitish Kumar
ed8e3934c6061d95_p009,ed8e3934c6061d95,EVT_00043,theprint,BJP,Governance,Positive,he became the Deputy Chief Minister of Bihar in 2024,BJP,became,Deputy Chief Minister of Bihar
ed8e3934c6061d95_p010,ed8e3934c6061d95,EVT_00043,theprint,BJP,Attack/Defence,Negative,NDA successfully defended its rule in the 2025 assembly election,NDA,defended,its rule
ed8e3934c6061d95_p010,ed8e3934c6061d95,EVT_00043,theprint,Nitish Kumar,Attack/Defence,Neutral,speculations about Nitish Kumar’s move away from state politics grew stronger and stronger.,speculations,grew,stronger and stronger about Nitish Kumar’s move away from state politics
ed8e3934c6061d95_p012,ed8e3934c6061d95,EVT_00043,theprint,NDP,Development,Positive,"under your leadership, Bihar will reach new heights of development",NDP,praised,leadership
ed8e3934c6061d95_p012,ed8e3934c6061d95,EVT_00043,theprint,Chaudhary,Development,Positive,"congratulated him on being elected as the leader of the NDA legislature party, extending my best wishes.",Chaudhary,congratulated,NDA legislature party leader
ed8e3934c6061d95_p013,ed8e3934c6061d95,EVT_00043,theprint,BJP,Communal Tension,Neutral,Chaudhary’s appointment is seen as a strategic move to strengthen the party’s outreach,Chaudhary,appointed,BSP
fda519ceb89fc0e4_p002,fda519ceb89fc0e4,EVT_00043,news18,BJP,Attack/Defence,Negative,accused the government of bulldozing,Congress,accused,Modi
fda519ceb89fc0e4_p006,fda519ceb89fc0e4,EVT_00043,news18,Nitish Kumar,Governance,Negative,resigns as Bihar Chief Minister,Bihar,resigns,Chief Minister
fda519ceb89fc0e4_p006,fda519ceb89fc0e4,EVT_00043,news18,BJP,Governance,Negative,accused the government of bulldozing,Government,bulldozing,BJP
fda519ceb89fc0e4_p015,fda519ceb89fc0e4,EVT_00043,news18,BJP,Communal Tension,Negative,"For the BJP, accepting these two deputies alongside its own CM means that the real caste balance of power",BJP,receives,negative sentiment score
0fc1c0c556ba1a0e_p001,0fc1c0c556ba1a0e,EVT_00045,theprint,MK Stalin,Governance,Negative,M. K. Stalin Wednesday announced a black flag protest against the Centre’s proposed delimitation exercise,announced,protest,black flag against
0fc1c0c556ba1a0e_p001,0fc1c0c556ba1a0e,EVT_00045,theprint,DMK,Governance,Positive,Tamil Nadu Chief Minister and DMK president M. K. Stalin announced a black flag protest against the Centre’s proposed delimitation exercise,Stalin,announced,protest
0fc1c0c556ba1a0e_p008,0fc1c0c556ba1a0e,EVT_00045,theprint,BJP,Attack/Defence,Negative,"""the BJP is playing with fire"" by proceeding with a population-based exercise that would unfairly penalise southern states for successfully implementing family planning measures, reducing their relative parliamentary representation",BJP,attack,population-based exercise
0fc1c0c556ba1a0e_p008,0fc1c0c556ba1a0e,EVT_00045,theprint,Vindhyas,Attack/Defence,Neutral,"""Every South Indian living south of the Vindhyas is seething with anger""",Vindhyas,received,Neutral sentiment score
0fc1c0c556ba1a0e_p009,0fc1c0c556ba1a0e,EVT_00045,theprint,MK Stalin,Victimhood,Negative,this is my stern warning,warned,issued,MK Stalin
0fc1c0c556ba1a0e_p009,0fc1c0c556ba1a0e,EVT_00045,theprint,DMK,Victimhood,Positive,"As President of the DMK, and above all as a self-respecting Tamil",DMK,is,President of the DMK
0fc1c0c556ba1a0e_p010,0fc1c0c556ba1a0e,EVT_00045,theprint,MK Stalin,Victimhood,Positive,"Stalin discussed delimitation in detail, strategy for the black flag protest, and preparation for larger agitations",Stalin,discussed,"delimitation, strategy, preparation"
0fc1c0c556ba1a0e_p015,0fc1c0c556ba1a0e,EVT_00045,theprint,TN,Communal Tension,Negative,"the demands of the people of southern states, particularly the voice of the people of Tamil Nadu",people,demanded,freedom
0fc1c0c556ba1a0e_p015,0fc1c0c556ba1a0e,EVT_00045,theprint,TVK,Communal Tension,Negative,"TVK said the Bill was “discriminatory” and that if the Bill was passed, the demands of the people of southern states",TVK,said,Bill was discriminatory
0fc1c0c556ba1a0e_p021,0fc1c0c556ba1a0e,EVT_00045,theprint,MK Stalin,Attack/Defence,Neutral,"and Telangana CM, Karnataka CM, and other opposition CMs put a request to the Prime Minister and to the BJP government",CMs,put request to,PM and BJP government
0fc1c0c556ba1a0e_p021,0fc1c0c556ba1a0e,EVT_00045,theprint,BJP,Attack/Defence,Negative,accused the government of bulldozing,Congress,accused,Modi of bulldozing
0fc1c0c556ba1a0e_p022,0fc1c0c556ba1a0e,EVT_00045,theprint,MK Stalin,Attack/Defence,Negative,"“The mothers and sisters of Tamil Nadu want 33 per cent reservation to be implemented as soon as possible. TN CM is seeing defeat staring at him, and this is why he is making politics out of it,” he said.",TN CM,make politics out of it,reservation issue
70a8fcca9b1be0e4_p003,70a8fcca9b1be0e4,EVT_00045,theprint,Nari Shakti Vadan Adhiyiyan,Governance,Negative,"despite it being linked to the operationalisation of the Nari Shakti Vandan Adhiniyam, which seeks to reserve one-third of seats in the Lok Sabha and state legislative assemblies for women",Nari Shakti Vadan Adhiyiyan,linked to,opposition criticism
70a8fcca9b1be0e4_p009,70a8fcca9b1be0e4,EVT_00045,theprint,Congress,Attack/Defence,Negative,"Just the top four Opposition parties (Congress, SP, TMC and DMK) having 185 MPs collectively can effectively derail it.",Congress,accused,Modi
70a8fcca9b1be0e4_p009,70a8fcca9b1be0e4,EVT_00045,theprint,Trinamool Congress,Attack/Defence,Negative,"Just the top four Opposition parties (Congress, SP, TMC and DMK) having 185 MPs collectively can effectively derail it.",TMC,accused,Modi of bulldozing
70a8fcca9b1be0e4_p009,70a8fcca9b1be0e4,EVT_00045,theprint,Samajwadi Party,Attack/Defence,Negative,"Just the top four Opposition parties (Congress, SP, TMC and DMK) having 185 MPs collectively can effectively derail it.",SP,accused,Modi for weakening
70a8fcca9b1be0e4_p011,70a8fcca9b1be0e4,EVT_00045,theprint,NDA,Procedural Fairness,Positive,the numbers are relatively favourable to the ruling NDA,are,favourable,NDA
70a8fcca9b1be0e4_p014,70a8fcca9b1be0e4,EVT_00045,theprint,Yadav,Attack/Defence,Negative,Yadav called it a cover to push through delimitation,Yadav,called,cover to push through delimitation
70a8fcca9b1be0e4_p014,70a8fcca9b1be0e4,EVT_00045,theprint,Samajwadi Party,Attack/Defence,Negative,"The Samajwadi Party, which is the second-largest Opposition party in the Lok Sabha, has also voiced its reservations against the Bill",Samajwadi Party,voiced,reservations against the Bill
70a8fcca9b1be0e4_p015,70a8fcca9b1be0e4,EVT_00045,theprint,Lok Sabha,Attack/Defence,Negative,ranked third among the Opposition parties in terms of strength,ranked,NegativeSentimentOn,Lok Sabha
70a8fcca9b1be0e4_p015,70a8fcca9b1be0e4,EVT_00045,theprint,'O'Brien',Attack/Defence,Neutral,Rajya Sabha MP Derek O’Brien wrote on X.,Derek O'Brien,wrote,on X
70a8fcca9b1be0e4_p015,70a8fcca9b1be0e4,EVT_00045,theprint,Trinamool Congress,Attack/Defence,Negative,"'This govt plots a cheap stunt to mock the Constitution, mock Parliament and mock the women of this great nation.'",Congress,attack,Modi
ffdfada494eb4174_p001,ffdfada494eb4174,EVT_00045,the_hindu,TDP,Attack/Defence,Positive,described the Delimitation Bill as a ‘historic corrective’,Delimitation Bill,described as,historic corrective
ffdfada494eb4174_p001,ffdfada494eb4174,EVT_00045,the_hindu,Srinivasa Rao,Attack/Defence,Positive,dismissed apprehensions that the proposed exercise would disadvantage southern States,dismissed,defended,apprehensions
1d25f29aa7fbc84b_p011,1d25f29aa7fbc84b,EVT_00046,news18,Congress,Attack/Defence,Negative,The allegations of working against the official candidate and supporting a rival have led to strict disciplinary action.,Congress,accused,Modi
1d25f29aa7fbc84b_p012,1d25f29aa7fbc84b,EVT_00046,news18,Jabbar,Attack/Defence,Neutral,Abdul Jabbar said he would first review the order before making any detailed response.,Jabbar,reviewed,order
1d25f29aa7fbc84b_p012,1d25f29aa7fbc84b,EVT_00046,news18,Congress,Attack/Defence,Negative,"He said those who suspended him would have provided reasons, and he would examine them",Congress,accused,Modi
5d189fbdbe97a770_p004,5d189fbdbe97a770,EVT_00046,hindustan_times,Congress,Governance,Negative,accused Jabbar of failing to back the official nominee during the campaign.,Congress,accused,Jabbar
f4cb9f11fa29d790_p002,f4cb9f11fa29d790,EVT_00060,deccan_herald,Chidambaram,Attack/Defence,Negative,claimed that the voice of southern states will be “suppressed and stifled” while demanding that the bill be “opposed unanimously and defeated”.,Chidambaram,demand,oppose bill unanimously and defeat it
60fbfc3511927142_p003,60fbfc3511927142,EVT_00060,hindustan_times,Lok Sabha,Attack/Defence,Negative,Legislative proposals to expand the strength of the Lok Sabha,expanded,proposed,Lok Sabha strength
60fbfc3511927142_p003,60fbfc3511927142,EVT_00060,hindustan_times,Gandhi,Attack/Defence,Negative,called the bills “anti-national” a day ahead of Parliament’s special sitting.,called,negative sentiment on,Gandhi
60fbfc3511927142_p010,60fbfc3511927142,EVT_00060,hindustan_times,Govt,Procedural Fairness,Negative,the government says the increase will be proportional – a word not mentioned in the version of the bill circulated to lawmakers on Tuesday.,政府,说,增加将按比例进行
60fbfc3511927142_p013,60fbfc3511927142,EVT_00060,hindustan_times,Trinamool Congress,Attack/Defence,Negative,"which has 28 Lok Sabha MPs, told the Opposition that it could spare only 10 lawmakers for voting in the Lok Sabha as others were busy with the West Bengal poll campaign.",Congress,accused,Modi
60fbfc3511927142_p016,60fbfc3511927142,EVT_00060,hindustan_times,PM Modi,Attack/Defence,Negative,But you are worried about the Epstein files. 35 lakh files are locked in the US and the keys are with Trump ji. And you are scared.,Trump ji,mentioned,Epstein files
60fbfc3511927142_p021,60fbfc3511927142,EVT_00060,hindustan_times,MK Stalin,Nationalism,Positive,"""Let the black flag fly tomorrow in the homes, streets, and shops of Tamil Nadu! Let it stand as our symbols of resistance at the doorsteps! This is not the struggle of an individual movement; it is the struggle of Tamil Nadu!""",Let the black flag fly,stand as,symbols of resistance
714faae515f69bb3_p002,714faae515f69bb3,EVT_00060,hindustan_times,Lok Sabha,Attack/Defence,Negative,"proposes an expansion of the Lok Sabha from 545 to 850 seats, has met a wall of resistance from a unified Opposition.",proposes,expansion,Lok Sabha
714faae515f69bb3_p002,714faae515f69bb3,EVT_00060,hindustan_times,Delimitation bill,Attack/Defence,Negative,"proposes an expansion of the Lok Sabha from 545 to 850 seats, has met a wall of resistance from a unified Opposition.",Lok Sabha expansion proposal,met,resistance from Opposition
714faae515f69bb3_p013,714faae515f69bb3,EVT_00060,hindustan_times,NDA,Procedural Fairness,Negative,ruling NDA is in a relatively stronger position but still short of the required two-thirds majority.,NDA,shorter,majority
714faae515f69bb3_p014,714faae515f69bb3,EVT_00060,hindustan_times,NDA,Attack/Defence,Neutral,The NDA’s strength is 141.,,,
714faae515f69bb3_p019,714faae515f69bb3,EVT_00060,hindustan_times,Delimitation bill,Attack/Defence,Negative,"""politically motivated"" link to delimitation",Politicians,motivated,Delimitation bill
714faae515f69bb3_p021,714faae515f69bb3,EVT_00060,hindustan_times,Yadav,Attack/Defence,Negative,Congress leader Rahul Gandhi and Samajwadi Party’s Akhilesh Yadav have both termed this a 'conspiracy'.,Rahul Gandhi,accused,Modi
714faae515f69bb3_p021,714faae515f69bb3,EVT_00060,hindustan_times,Gandhi,Attack/Defence,Negative,Congress leader Rahul Gandhi and Samajwadi Party’s Akhilesh Yadav have both termed this a 'conspiracy'.,Gandhi,attack,conspiracy
714faae515f69bb3_p026,714faae515f69bb3,EVT_00060,hindustan_times,delimitation bill,Procedural Fairness,Positive,"the government has defended the bill, maintaining that it is a historic step towards women’s empowerment.",政府, defending ,法案
714faae515f69bb3_p026,714faae515f69bb3,EVT_00060,hindustan_times,reservation for women,Procedural Fairness,Positive,there was wide agreement in principle on women’s reservation and seemed confident that the required support would be secured.,Agreed parties,on,women's reservation
